Date,Open,High,Low,Close,Volume,Change,ChangeRatio
2024-08-23,77700,78400,77500,77700,9420306,0,0.0
2024-08-26,78100,78200,76000,76100,15655938,-2000,-2.560819462227913
2024-08-27,75700,76500,75600,75800,11130145,100,0.13210039630118892
2024-08-28,75800,76400,75400,76400,9794514,600,0.79155672823219
2024-08-29,73600,74700,73500,74000,16884479,400,0.5434782608695652
2024-08-30,74400,75000,74100,74300,16358520,-100,-0.13440860215053765
2024-09-02,74500,74700,73500,74400,12641376,-100,-0.1342281879194631
2024-09-03,74100,74300,72500,72500,16314599,-1600,-2.1592442645074224
2024-09-04,69800,71100,69800,70000,27366563,200,0.28653295128939826
2024-09-05,70100,71200,69000,69000,25686769,-1100,-1.5691868758915835
2024-09-06,69100,69700,68000,68900,19022299,-200,-0.2894356005788712
2024-09-09,66900,68200,66600,67500,23263298,600,0.8968609865470852
2024-09-10,67000,67300,66000,66200,30651376,-800,-1.1940298507462688
2024-09-11,65100,65500,64200,64900,35809707,-200,-0.30721966205837176
2024-09-12,66000,66600,65200,66300,35884106,300,0.45454545454545453
2024-09-13,65000,65500,64300,64400,25045135,-600,-0.9230769230769231
2024-09-19,64000,64400,62200,63100,49402713,-900,-1.40625
2024-09-20,63800,64700,63000,63000,32746056,-800,-1.2539184952978055
2024-09-23,62300,63500,62200,62600,28542376,300,0.4815409309791332
2024-09-24,62800,63400,62400,63200,26957500,400,0.6369426751592357
2024-09-25,63800,64200,62200,62200,28652438,-1600,-2.507836990595611
2024-09-26,63900,64900,63700,64700,37566015,800,1.2519561815336464
2024-09-27,64700,65400,64200,64200,28433030,-500,-0.7727975270479135
2024-09-30,64200,64300,61500,61500,32694163,-2700,-4.205607476635514
2024-10-02,60500,61900,59900,61300,28473536,800,1.322314049586777
2024-10-04,61000,61700,60500,60600,24247578,-400,-0.6557377049180327
2024-10-07,60200,61900,59500,61000,35066533,800,1.3289036544850499
2024-10-08,60000,61000,59900,60300,27411786,300,0.5
2024-10-10,60100,60200,58900,58900,45262214,-1200,-1.9966722129783694
2024-10-11,59100,60100,59000,59300,29623969,200,0.338409475465313
2024-10-14,59500,61200,59400,60800,20886249,1300,2.1848739495798317
2024-10-15,61100,61400,60100,61000,22715239,-100,-0.16366612111292964
2024-10-16,59400,60000,59200,59500,23303268,100,0.16835016835016833
2024-10-17,59400,60100,59100,59700,23372873,300,0.5050505050505051
2024-10-18,59900,60100,59100,59200,14420260,-700,-1.1686143572621035
2024-10-21,59000,59600,58500,59000,18514905,0,0.0
2024-10-22,58800,58900,57700,57700,27582527,-1100,-1.870748299319728
2024-10-23,57500,60000,57100,59100,27300780,1600,2.782608695652174
2024-10-24,58200,58500,56600,56600,31499922,-1600,-2.7491408934707904
2024-10-25,56000,56900,55800,55900,25829315,-100,-0.17857142857142858
2024-10-28,55700,58500,55700,58100,27775009,2400,4.308797127468582
2024-10-29,58000,59600,57300,59600,28369314,1600,2.7586206896551726
2024-10-30,59100,59800,58600,59100,19838511,0,0.0
2024-10-31,58500,61200,58300,59200,35809196,700,1.1965811965811968
2024-11-01,59000,59600,58100,58300,19083180,-700,-1.1864406779661016
2024-11-04,58600,59400,58400,58700,15586947,100,0.17064846416382254
